time,x-acceleration,y-acceleration,z-acceleration
14.900,1.045,-0.322,0.003
14.920,0.934,-0.335,0.040
14.940,0.873,-0.364,0.056
14.960,0.819,-0.401,0.030
14.980,0.729,-0.369,0.013
15.000,0.690,-0.340,0.023
15.020,0.672,-0.353,0.024
15.040,0.644,-0.365,0.006
15.060,0.634,-0.356,0.009
15.080,0.598,-0.323,0.008
15.100,0.524,-0.361,-0.001
15.120,0.425,-0.272,-0.012
15.140,0.367,-0.268,-0.002
15.160,0.336,-0.272,0.016
15.180,0.190,-0.187,0.038
15.200,-0.058,0.151,0.028
15.220,-0.090,0.077,0.050
15.240,0.109,0.187,-0.046
15.260,-0.050,0.165,0.034
15.280,-0.058,0.145,0.018
15.300,0.037,0.212,0.006
15.320,0.231,0.026,0.047
15.340,0.236,-0.236,-0.055
15.360,0.330,-0.176,0.023
15.380,0.429,-0.219,0.015
15.400,0.537,-0.261,-0.015
15.420,0.627,-0.324,-0.014
15.440,0.699,-0.383,-0.003
15.460,0.769,-0.363,-0.014
15.480,0.714,-0.300,-0.039
15.500,0.749,-0.335,-0.031
15.520,0.779,-0.294,-0.007
15.540,0.819,-0.261,-0.030
15.560,0.859,-0.310,-0.034
15.580,0.900,-0.361,-0.034
15.600,0.938,-0.353,-0.003
15.620,0.929,-0.313,-0.051
15.640,0.928,-0.342,-0.029
15.660,0.993,-0.365,-0.005
15.680,1.008,-0.343,-0.029
15.700,0.987,-0.280,-0.061
15.720,1.031,-0.263,-0.064
15.740,1.038,-0.246,-0.054
15.760,1.008,-0.258,-0.073
